BEGIN_DATE,BEGIN_DATE_TIME,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY, DAMAGE_PROPERTY_CPI ,WFO,CZ_NAME,EVENT_TYPE,ICE,SNOW,TOTAL_INJURIES,TOTAL_DEATHS,,
3/11/2022,3/11/2022 6:00,3/12/2022 0:00,0,0,0,0,0, $-   ,"JAN, LZK, MEG, SHV, TSA","ARKANSAS, BAXTER, BOONE, CLARK, CLEBURNE, CONWAY, DALLAS, DREW, FAULKNER, FULTON, GARLAND, GRANT, HOT SPRING, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, JOHNSON, LAWRENCE, LINCOLN, LOGAN, LONOKE, MARION, NEWTON, OUACHITA, PERRY, PIKE, POLK, POPE, PRAIRIE, PULASKI, RANDOLPH, SALINE, SCOTT, SEARCY, SHARP, STONE, VAN BUREN, WHITE, WOODRUFF, YELL, ASHLEY, CHICOT, BENTON, WASHINGTON, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LEE, MISSISSIPPI, PHILLIPS, POINSETT, ST. FRANCIS, COLUMBIA, LAFAYETTE, MILLER, NEVADA, UNION, HEMPSTEAD, HOWARD, LITTLE RIVER, SEVIER","Heavy Snow, Winter Weather, Winter Storm, Winter Storm, Winter Weather, Winter Weather",0,65,0,0,,
11/11/2022,11/11/2022 23:53,11/12/2022 2:59,0,0,0,0,0, $-   ,LZK,"BAXTER, BOONE, FULTON, LAWRENCE, MARION, RANDOLPH, SHARP",Winter Weather,0,7,0,0,,
11/14/2022,11/14/2022 14:55,11/14/2022 22:30,0,0,0,0,0, $-   ,"LZK, TSA","BOONE, LOGAN, MARION, NEWTON, POLK, SEARCY, VAN BUREN, YELL, WASHINGTON","Winter Storm, Winter Weather",0,12,0,0,,
12/22/2022,12/22/2022 13:15,12/22/2022 18:00,0,0,0,0,0, $-   ,"LZK, MEG","BAXTER, BOONE, CONWAY, FAULKNER, FULTON, INDEPENDENCE, IZARD, JOHNSON, LAWRENCE, LONOKE, MARION, NEWTON, POLK, POPE, PULASKI, RANDOLPH, SALINE, SEARCY, SHARP, STONE, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, MISSISSIPPI, POINSETT, ST. FRANCIS",Winter Weather,0,33,0,0,,
1/30/2023,1/30/2023 4:56,1/31/2023 23:59,0,0,0,0,0, $-   ,"LZK, MEG, SHV, TSA","ARKANSAS, BAXTER, BOONE, CLARK, CLEBURNE, CLEVELAND, DALLAS, DREW, FAULKNER, FULTON, GARLAND, GRANT, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, JOHNSON, LAWRENCE, LINCOLN, LOGAN, LONOKE, MONTGOMERY, NEWTON, PIKE, POLK, POPE, PULASKI, RANDOLPH, SALINE, SCOTT, SEARCY, STONE, VAN BUREN, YELL, BENTON, CARROLL, FRANKLIN, MADISON, SEBASTIAN, WASHINGTON, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LEE, MISSISSIPPI, PHILLIPS, POINSETT, ST. FRANCIS, COLUMBIA, HOWARD, LAFAYETTE, LITTLE RIVER, MILLER, SEVIER, UNION, HEMPSTEAD, NEVADA","Ice Storm, Winter Storm, Winter Weather, Winter Storm, Winter Weather",9,0,0,0,,
2/1/2023,2/1/2023 0:00,2/2/2023 9:35,0,0,0,0,0, $-   ,"LZK, MEG, SHV","ARKANSAS, BRADLEY, CLARK, CLEVELAND, DALLAS, DREW, FAULKNER, GARLAND, GRANT, HOT SPRING, JEFFERSON, LONOKE, MONTGOMERY, OUACHITA, PIKE, POLK, PULASKI, SALINE, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LEE, MISSISSIPPI, PHILLIPS, POINSETT, ST. FRANCIS, COLUMBIA, HOWARD, LAFAYETTE, SEVIER, UNION, HEMPSTEAD, NEVADA, LITTLE RIVER, MILLER","Ice Storm, Winter Weather, Winter Storm, Winter Weather",34,0,0,0,,
1/5/2024,1/5/2024 9:53,1/6/2024 5:03,0,0,0,0,0, $-   ,LZK,"BAXTER, BOONE, CONWAY, FAULKNER, GARLAND, HOT SPRING, JOHNSON, LOGAN, MARION, MONTGOMERY, NEWTON, PERRY, PIKE, POLK, POPE, PULASKI, SALINE, SCOTT, SEARCY, VAN BUREN, YELL",Winter Weather,0,25,0,0,,
1/14/2024,1/14/2024 12:00,1/15/2024 18:00,0,0,0,0,0, $-   ,"JAN, LZK, MEG, SHV, TSA","ARKANSAS, BAXTER, BOONE, CALHOUN, CLARK, CLEBURNE, CLEVELAND, CONWAY, DALLAS, DESHA, DREW, FAULKNER, FULTON, GARLAND, GRANT, HOT SPRING, INDEPENDENCE, IZARD, JACKSON, JEFFERSON, JOHNSON, LAWRENCE, LINCOLN, LOGAN, LONOKE, MARION, MONROE, MONTGOMERY, NEWTON, OUACHITA, PERRY, PIKE, POLK, POPE, PRAIRIE, PULASKI, RANDOLPH, SALINE, SCOTT, SEARCY, SHARP, STONE, VAN BUREN, WHITE, WOODRUFF, YELL, ASHLEY, CHICOT, BENTON, CARROLL, CRAWFORD, FRANKLIN, MADISON, SEBASTIAN, WASHINGTON, CLAY, CRAIGHEAD, CRITTENDEN, CROSS, GREENE, LEE, MISSISSIPPI, PHILLIPS, POINSETT, ST. FRANCIS, COLUMBIA, HEMPSTEAD, HOWARD, LAFAYETTE, MILLER, NEVADA, UNION, LITTLE RIVER, SEVIER","Winter Storm, Winter Storm, Winter Weather, Winter Weather",2,80,0,0,,
1/18/2024,1/18/2024 5:00,1/18/2024 12:00,0,0,0,0,0, $-   ,MEG,"CRITTENDEN, CROSS, LEE, MISSISSIPPI, PHILLIPS, POINSETT, ST. FRANCIS",Winter Weather,0,0,0,0,,
1/21/2024,1/21/2024 19:00,1/22/2024 13:30,0,0,0,0,0, $-   ,"SHV, TSA","CRAWFORD, FRANKLIN, MADISON, SEBASTIAN, WASHINGTON, HOWARD, SEVIER","Ice Storm, Winter Weather",7,0,0,0,,
1/22/2024,1/22/2024 5:53,1/22/2024 8:53,0,0,0,0,0, $-   ,LZK,"BAXTER, BOONE, GARLAND, POPE, PULASKI",Winter Weather,5,0,0,0,,
2/12/2024,2/12/2024 0:00,2/12/2024 15:00,0,0,0,0,0, $-   ,"LZK, TSA","BAXTER, BOONE, LAWRENCE, MARION, MONTGOMERY, NEWTON, POLK, SEARCY, SHARP, BENTON","Winter Storm, Winter Storm, Winter Weather",0,12,0,0,,
